user	spName	traffic	times
735edf23	sinaimg		434424	52
735edf23	sohu		148433	29
735edf23	yahooapis		4157	2
735edf23	youdao		19826	6
73e762a5	997788		90090	20
73e762a5	aibang		66201	10
73e762a5	aibangjuxin		68113	11
73e762a5	babaw		177200	11
73e762a5	baidu		1351190	335
73e762a5	baidu-2img		0	2
73e762a5	baidu-img		52499	4
73e762a5	cnzz		29555	5
73e762a5	ddmap		243131	32
73e762a5	ddmapimg		43555	17
73e762a5	google-analytics		20276	1
73e762a5	gpxz		6178	1
73e762a5	hao123		14876	2
73e762a5	jiaodong		251604	1
73e762a5	jiasule		47448	3
73e762a5	jiepang		1141	1
73e762a5	sonyericsson		1019	1
73e762a5	sonymobile		115583	1
7432a279	apple		11457	2
7432a279	scorecardresearch		5138	2
7432a279	tapulous		328459	85
7432a279	verisign		15816	5
74a836c5	10086		23660	5
74a836c5	admob		0	1
74a836c5	apple		53021	1
74a836c5	flurry		0	1
74a836c5	ifeng		90552	19
74a836c5	monternet		1266	1
74a836c5	qq		38722	1
74a836c5	qunar		0	11
74a836c5	sina		30693	4
74a836c5	sinaimg		91073	23
74a836c5	uc		3218	1
74a836c5	ucweb		416276	34
74a836c5	umeng		5878	4
74a836c5	weico		0	2
74e0d714	monternet		2504	2
74ed8143	91		17807	7
74ed8143	amazonaws		11239	6
74ed8143	apple		65203	9
74ed8143	edgesuite		62924	1
74ed8143	flurry		7475	2
74ed8143	google-analytics		4450	2
74ed8143	ihandysoft		41123	3
74ed8143	itunes		1337	1
74ed8143	sina		1163792	47
74ed8143	sinaimg		23761	6
74ed8143	yahooapis		8228	1
7656edaa	apple		37714	8
7656edaa	flurry		8797	8
7656edaa	mdotm		1123	1
76bef775	58		212221	73
76bef775	58control		3533	1
76bef775	7thg		10410	10
76bef775	adwhirl		26747	23
76bef775	alipay		3016	1
76bef775	apple		68250	8
76bef775	baidu		1131748	222
76bef775	baidu-3img		36574	3
76bef775	baidu-img		314217	91
76bef775	flurry		186744	33
76bef775	gamecolt		1689	1
76bef775	ganji		397055	42
76bef775	ganjistatic1		12695	2
76bef775	google-analytics		25655	1
76bef775	gtimg		31134	8
76bef775	ijinshan		4252	2
76bef775	jiayuan		288437	30
76bef775	jyimg		235978	48
76bef775	letv		8329	3
76bef775	localytics		17058	9
76bef775	mobfox		1292	1
76bef775	mzstatic		18314	7
76bef775	qiyi		123306	2
76bef775	qlogo		200209	50
76bef775	qpic		5149	1
76bef775	qq		915662	161
76bef775	qwapi		12164	1
76bef775	renren		216785	30
76bef775	rrimg		12093	4
76bef775	taobao		689921	110
76bef775	taobaocdn		12099	3
76bef775	tbcdn		11233	6
76bef775	uc		7124	11
76bef775	uc123		8048	2
76bef775	ucweb		157923	16
76bef775	verisign		67013	23
76dd385d	apple		4387	1
76dd385d	baidu		2181049	173
76dd385d	qq		40618	1
76dd385d	uc		2152	1
76dd385d	uc123		2493	1
76dd385d	ucweb		78363	10
7701e2d8	360		24578	4
7701e2d8	3gogo		8329	1
7701e2d8	itc		12129	3
7701e2d8	lehe		38929	36
7701e2d8	scorecardresearch		6078	2
7701e2d8	sohu		4834155	85
7701e2d8	tapulous		125512	35
77416dc3	apple		4698	1
77416dc3	qlogo		7391	1
77416dc3	qq		31351	22
77ca5a93	25pp		727964	11
77ca5a93	apple		81530	12
77ca5a93	dianping		3237	2
77ca5a93	google		15737	1
77ca5a93	qlogo		20017	4
77ca5a93	qpic		7500	1
77ca5a93	qq		41331	3
77ca5a93	sina		2917385	246
77ca5a93	sinaimg		307138	61
77ef7995	apple		105083	16
77ef7995	baidu		274885	29
77ef7995	linezing		17584	2
77ef7995	monternet		1266	1
77ef7995	njds		651955	6
77ef7995	sina		91655	19
77ef7995	sinaimg		460423	28
77ef7995	voicecloud		843	1
77ef7995	yahooapis		8101	2
78333663	acs86		1457	1
78333663	adtouchnetwork		106523	4
78333663	apple		17117	3
78333663	madserving		56222	26
78333663	mobeehome		2115	1
79fae1a7	apple		3499	1
7ab861a9	apple		61878	2
7ab861a9	flurry		6078	10
7ab861a9	gamevibe		4143	2
7ab861a9	monternet		1258	1
7ab861a9	punchbox		24109	11
7ba1a020	apple		55409	8
7ba1a020	qq		10145	2
7be6abb0	56		25012	1
7be6abb0	admob		46513	2
7be6abb0	apple		11186	2
7be6abb0	doubleclick		116913	11
7be6abb0	ellechina		916893	5
7be6abb0	flurry		7596	3
7be6abb0	qlogo		25586	4
7be6abb0	qq		2805	2
7be6abb0	rrimg		658098	24
7be6abb0	tdimg		12903	2
7be6abb0	zhaopin		51496	8
7c387e69	91		352939	247
7c387e69	91huo		80589	5
7c387e69	91rb		60270	1
7c387e69	aceviral		2295	6
7c387e69	adsage		6972	3
7c387e69	adview		1084	1
7c387e69	adwhirl		2141	3
7c387e69	alimama		12301	2
7c387e69	baidu		394695	59
7c387e69	blovestorm		2032	1
7c387e69	datouniao		1915	1
7c387e69	devopenserv		6899	3
7c387e69	easou		601606	60
7c387e69	feelingtouch		16023	3
7c387e69	flurry		17768	17
7c387e69	ganji		72784	12
7c387e69	ganjistatic1		418560	49
7c387e69	google-analytics		19247	1
7c387e69	googlesyndication		6704	1
7c387e69	hiapk		242848	39
7c387e69	langtaojin		1573	1
7c387e69	mmstat		5264	2
7c387e69	mobage		13570	4
7c387e69	monternet		1151	1
7c387e69	pubsage		334588	5
7c387e69	qq		30157	4
7c387e69	sogou		105210	13
7c387e69	tanx		6338	3
7c387e69	taobao		2122	1
7c387e69	tbcdn		9877	2
7c387e69	ttpod		6900	3
7c387e69	uc		9046	7
7c387e69	uctrac		59700	5
7c387e69	umeng		40866	28
7c387e69	weather		8960	7
7c387e69	youdao		10006	1
7ca8c057	apple		187406	28
7ca8c057	gtimg		19225	6
7ca8c057	qlogo		28815	22
7ca8c057	qpic		110808	15
7ca8c057	qq		2015946	259
7ca8c057	yahooapis		3866	1
7cf33e1d	126		2823	1
7cf33e1d	163		207503	8
7cf33e1d	admob		1002	1
7d12bbfb	apple		53365	1
7d12bbfb	edgesuite		169475	1
7d12bbfb	itunes		1300	1
7d12bbfb	qlogo		871173	208
7d12bbfb	qpic		1086340	159
7d12bbfb	qq		17940	1
7d12bbfb	sina		180015	24
7d12bbfb	sinaimg		131152	46
7d12bbfb	uc		53549	24
7d12bbfb	ucweb		93745	3
7e763ed5	adsmogo		4478	4
7e763ed5	apple		26360	4
7e763ed5	sina		38665	6
7e763ed5	sinaimg		119169	23
7e8c608e	qq		586306	36
7ec53008	uc123		0	1
7ec53008	ucweb		75617	3
7ec53008	wikimedia		197358	32
7ec53008	wikipedia		16855	3
7f6b4609	10086		20982	3
7f6b4609	360		5039	4
7f6b4609	baidu		78674	13
7f6b4609	itc		21160	4
7f6b4609	jiepang		1089	1
7f6b4609	mojichina		8648	6
7f6b4609	monternet		577115	4
7f6b4609	sina		17784	2
7f6b4609	sinaimg		64474	7
7f6b4609	sohu		5445789	244
7fed725c	admob		31421	2
7fed725c	adwo		12376	8
7fed725c	amazonaws		2902	4
7fed725c	changba		56616	10
7fed725c	flurry		4698	2
7fed725c	gomumu		30787	18
7fed725c	google-analytics		1420	1
7fed725c	googleadsserving		4211	1
7fed725c	googlesyndication		34806	3
7fed725c	ihandysoft		16917	1
7fed725c	kuro		11394	1
7fed725c	madserving		64229	28
7fed725c	qlogo		31334	4
7fed725c	qpic		210181	13
7fed725c	qq		70036	23
7fed725c	sina		372574	90
7fed725c	sinaimg		68096	23
7fed725c	umeng		6066	3
803d2b13	baidu		63523	12
803d2b13	qlogo		102641	15
803d2b13	qq		95489	18
80e29384	apple		119742	17
80e29384	dianping		7182	4
80e29384	dpfile		16646	2
80e29384	flurry		4399	3
80e29384	google		248523	6
80e29384	lashou		187133	8
80e29384	meituan		610998	32
80e29384	mobclix		11894	10
80e29384	monternet		11592	8
80e29384	qq		421153	90
80e29384	sina		1190261	100
80e29384	sinaimg		1094536	175
8121b209	51		12446	8
8121b209	ajiang		1813	1
8121b209	icwrme		897733	11
8121b209	monternet		2528	2
8121b209	sina		4204	1
81adc985	adsage		442463	132
81adc985	adsmogo		271339	238
81adc985	adwo		51817	4
81adc985	apple		80810	10
81adc985	catcap		13840	26
81adc985	catcapstudio		9668	6
81adc985	domob		224453	22
81adc985	flurry		37530	25
81adc985	google-analytics		8712	4
81adc985	ijinshan		48735	44
81adc985	miaozhen		2802	2
81adc985	mobileone		528038	10
81adc985	montemet		2584	2
81adc985	puata		15840	1
81adc985	uyunad		107555	53
81defc13	apple		3388	1
81defc13	eastmoney		142745	12
81defc13	hupan		3339	3
81defc13	taobao		12745	4
81defc13	umeng		1868	1
820d9041	360		43467	8
820d9041	baidu		13068	1
820d9041	hidroid		1298	1
820d9041	qlogo		17246	2
820d9041	qq		108273	6
820d9041	uc		14128	3
820d9041	ucweb		379874	24
828ed2f8	apple		5404	1
828ed2f8	verisign		2539	1
82a39dd3	91		69734	12
82a39dd3	blovestorm		2030	1
82a39dd3	google		11630	3
82a39dd3	youhui		6272	3
836eab48	337		16882	14
836eab48	91		1592	1
836eab48	admob		1696	1
836eab48	adsmogo		5904	4
836eab48	bbpapp		846857	49
836eab48	douban		95740	13
836eab48	edgesuite		33647	1
836eab48	elexapp		5163	4
836eab48	google		2985	2
836eab48	itunes		2233	1
836eab48	iyaya		1132	1
836eab48	lmmob		7484	2
836eab48	monternet		1310	1
836eab48	puata		18111	2
836eab48	qq		45947	13
836eab48	umeng		55401	32
836eab48	uyunad		3352	1
8412672a	10086		507450	84
8412672a	apple		55600	2
8412672a	itc		0	5
8412672a	monternet		200826	5
8412672a	sina		288983	63
8412672a	sinaimg		84171	8
8412672a	ucweb		127197	12
8524081d	booksky		85484	8
8524081d	kxwxw		2412	1
8524081d	qpic		13828	3
8524081d	uc		2708	1
8524081d	ucweb		726295	47
857c30a2	360		5888	4
857c30a2	52photo		1631	1
857c30a2	monternet		1150	1
85beeac9	apple		16652	3
85beeac9	edgesuite		19765	1
85beeac9	itunes		2265	1
85beeac9	monternet		2570	2
85beeac9	qq		1300	1
86d9ee3b	meitu		5733	13
86d9ee3b	meitudata		62960	4
86d9ee3b	qq		2768	2
86d9ee3b	rrimg		388955	14
86d9ee3b	sina		208444	37
86d9ee3b	sinaimg		52449	9
86d9ee3b	umeng		3150	2
882fc07f	360		21910	7
882fc07f	flurry		980	1
882fc07f	hidroid		1158	1
882fc07f	punchbox		83198	17
882fc07f	qq		6023	4
882fc07f	umeng		3642	3
8910da3b	91		9965	6
8910da3b	adsage		24161	17
8910da3b	camera360		1968	1
8910da3b	dolphin-browser		4252	4
8910da3b	gpsonextra		45074	1
8910da3b	pubsage		314974	5
8910da3b	qq		13988	13
8910da3b	synacast		3017	3
8910da3b	taobao		58623	34
8910da3b	umeng		1294	1
8910da3b	weather		2683	2
8910da3b	youhui		3663	2
895a7801	apple		3740	1
895a7801	baidu		69855	11
895a7801	baidu-2img		7811	1
895a7801	baidu-3img		27294	3
895a7801	douban		18504	4
895a7801	qq		4416	3
895a7801	sogou		20388	2
895a7801	taobaocdn		3755	2
895a7801	tmall		12705	1
895a7801	ucweb		2495	1
89816fbe	baidu		2384034	154
89816fbe	baidu-2img		5522	1
89816fbe	qq		43061	26
89816fbe	uc		26461	2
89816fbe	ucweb		488391	130
898c312b	365rili		116415	34
898c312b	3g		1863278	240
898c312b	3gcdn		48222	2
898c312b	90123		2803	4
898c312b	:8002		45144	30
898c312b	adsmogo		4843	4
898c312b	cmread		29239	3
898c312b	datouniao		8369	6
898c312b	eastmoney		72644	44
898c312b	gtimg		16851	1
898c312b	guosen		55596	10
898c312b	hidroid		1278	1
898c312b	meituan		62050	56
898c312b	moji001		42318	15
898c312b	monternet		1156	1
898c312b	nuomi		36309	5
898c312b	qlogo		11592	3
898c312b	qpic		257295	20
898c312b	qq		485673	176
898c312b	taobao		68747	8
898c312b	tzt		3433	1
898c312b	uc		46592	8
898c312b	ucweb		392710	26
898c312b	umeng		33812	18
899700bb	edgesuite		223754	1
899700bb	itunes		1299	1
89c65f8d	91		99789	9
89c65f8d	91huo		32025	2
89c65f8d	91rb		37520	7
89c65f8d	apple		58553	9
89c65f8d	monternet		1318	1
89c65f8d	qq		10580	6
89d8a17b	baidu		187740	25
89d8a17b	baidu-3img		14333	2
89d8a17b	gtimg		8818	2
89d8a17b	jomodns		1832	1
89d8a17b	qq		302819	51
89d8a17b	wo		21449	3
89e5c355	monternet		1258	1
89fcb7c3	91		931507	120
89fcb7c3	91huo		440022	46
89fcb7c3	91rb		3013664	237
89fcb7c3	admob		72319	3
89fcb7c3	adsage		1147	1
89fcb7c3	apple		75833	13
89fcb7c3	cnzz		25038	12
89fcb7c3	doubleclick		137538	4
89fcb7c3	flurry		1435	1
89fcb7c3	google		18143	3
89fcb7c3	house365		882305	87
89fcb7c3	iweico		440784	6
89fcb7c3	qlogo		12031	2
89fcb7c3	qpic		15124	1
89fcb7c3	qq		530496	27
89fcb7c3	sinaapp		787184	12
89fcb7c3	sinaimg		559282	30
89fcb7c3	weico		8298	3
89fcb7c3	zhangyue		1166	2
8a670982	sina		264811	15
8a670982	sinaimg		11399	2
8aab3ef2	91		121582	10
8aab3ef2	91huo		687	1
8aab3ef2	adtouchnetwork		63232	3
8aab3ef2	apple		7290	1
8aab3ef2	edgesuite		946258	1
8aab3ef2	fluentmobile		6204	2
8aab3ef2	google-analytics		360368	12
8aab3ef2	itunes		1345	1
8aab3ef2	megajump		972	1
8aab3ef2	nexonmobile		1554	1
8aab3ef2	taobao		28202	14
8aab3ef2	taobaocdn		141391	9
8aab3ef2	verisign		4083	1
8bc12ccc	amazonaws		7978	2
8bc12ccc	apple		1209	1
8bc12ccc	cnzz		8206	1
8bc12ccc	flurry		18200	1
8bc12ccc	gao7		26613	13
8bc12ccc	godaddy		17956	6
8bc12ccc	google		3404	2
8bc12ccc	instwall		19565	5
8bc12ccc	lemeleme		12087	4
8bc12ccc	sina		71197	11
8bc12ccc	sinaimg		5401	1
8bc12ccc	sohu		22099	6
8bc12ccc	umeng		4464	2
8bd6777f	monternet		2530	2
8dd4f9f5	apple		3587	1
8e0e502f	monternet		622	2
8e2622b9	adsage		5454	4
8e2622b9	gamememore		3221	2
8e2622b9	qpic		6023	1
8e2622b9	qq		62581	14
8e2622b9	sina		416513	65
8e2622b9	sinaimg		77045	20
8e55c5aa	apple		58532	3
8e55c5aa	baidu		2661536	276
8e55c5aa	qq		2822	2
8e55c5aa	uc		2581	1
8e55c5aa	ucweb		16095	7
8f4b5930	52photo		2851	2
8f4b5930	baidu		287074	88
8f4b5930	baidu-2img		365713	49
8f4b5930	fundownload		5327	4
8f4b5930	monternet		6932	6
8f4b5930	qpic		50324	4
8f4b5930	qq		355415	18
8f4b5930	sina		333666	9
8f4b5930	sinaimg		170303	13
8f4b5930	sonyericsson		4516	4
8f4b5930	soso		25803	4
8f4b5930	the9		38028	4
8f4b5930	uc		4066	2
8f4b5930	ucweb		84380	22
8f4b5930	voicecloud		14645	11
8f4b5930	weibo		86340	9
8f799e39	baidu		54799	12
9070509d	monternet		2612	2
90fe2c6d	apple		5397	1
90fe2c6d	flurry		1668	1
90fe2c6d	monternet		2568	2
90fe2c6d	qlogo		31688	4
90fe2c6d	qq		352165	41
90fe2c6d	sina		8115	3
90fe2c6d	umeng		1628	1
9106497b	56		24715	4
9106497b	baidu		65598	11
9106497b	baidu-2img		24684	2
9106497b	baidu-img		100507	6
9106497b	cucimg		23810	2
9106497b	google		2537496	17
9106497b	iask		11071	2
9106497b	k6lao		82695	3
9106497b	pomoho		3900	1
9106497b	qiyipic		4815	1
9106497b	qlogo		34211	3
9106497b	qpic		9605	1
9106497b	qq		123242	29
9106497b	rrimg		775796	38
9106497b	sina		821235	112
9106497b	sinaimg		1927491	102
9106497b	taobao		9131	1
9106497b	tdimg		24224	3
9106497b	uc		86359	38
9106497b	ucweb		853426	13
9106497b	ykimg		5919	1
91dfd99e	appget		1418	1
91dfd99e	apple		14108	3
91dfd99e	dodur		14677	6
91dfd99e	domob		83976	6
91dfd99e	doubleclick		1058	1
91dfd99e	edgecastcdn		1980	1
91dfd99e	flurry		47783	9
91dfd99e	idreams		3090	3
91dfd99e	limasky		3225	6
91dfd99e	mzstatic		27552	1
91dfd99e	punchbox		21235	9
91dfd99e	qlogo		307226	22
91dfd99e	qpic		859084	25
91dfd99e	qq		36437	11
91dfd99e	scorecardresearch		3056	2
91dfd99e	simplygame		2788	2
91dfd99e	tapulous		210666	46
91dfd99e	verisign		2563	1
91dfd99e	warspark		3082	2
91dfd99e	yahooapis		23833	6
91dfd99e	zeptolab		4343	6
9224cc9a	apple		71565	1
9224cc9a	monternet		1348	1
9224cc9a	qpic		213800	9
9224cc9a	qq		74700	2
9224cc9a	sina		178038	15
9224cc9a	sinaimg		213776	48
924a0deb	amap		122805	11
924a0deb	apple		4132	1
924a0deb	umeng		1716	1
924a0deb	uucin		3649	3
93304f57	admob		13768	1
93304f57	adtechus		6186	4
93304f57	adwhirl		1400	2
93304f57	baidu		42836	8
93304f57	flurry		4078	2
93304f57	gtimg		51796	7
93304f57	mydas		13534	3
93304f57	nexage		37283	2
93304f57	qpic		36857	4
93304f57	qq		1919021	159
93304f57	sonyericsson		42073	2
93304f57	soso		14365	1
9387828a	baidu		1135016	252
9387828a	sina		6988	2
9387828a	sinaimg		38915	3
9387828a	yahooapis		8637	4
93c5a67f	qlogo		59106	7
93c5a67f	qpic		8688	1
93c5a67f	qq		8552	6
93c6d5e1	amazonaws		11366	12
93c6d5e1	apple		67404	10
93c6d5e1	edgecastcdn		1167	1
93c6d5e1	flurry		93730	36
93c6d5e1	ihandysoft		67677	5
93c6d5e1	qlogo		1896147	95
93c6d5e1	qpic		1249366	31
93c6d5e1	qq		386904	46
93c6d5e1	verisign		2562	1
93cab7ec	adsage		3711	3
93cab7ec	monternet		1256	1
93cab7ec	sogou		83691	7
93cab7ec	xiaomi		37430	2
9403b545	edgesuite		11871	1
9403b545	itunes		1305	1
9403b545	monternet		5206	4
9403b545	sina		45638	4
9403b545	sinaimg		13741	3
94db8b55	edgesuite		359478	1
94db8b55	itunes		1299	1
94db8b55	sina		688853	55
94db8b55	sinaimg		42318	2
94db8b55	taobao		850177	112
94db8b55	taobaocdn		464911	19
94e1f5f9	163		10760	2
94e1f5f9	24inf		101049	10
94e1f5f9	baidu		121186	9
94e1f5f9	baidu-3img		11678	2
94e1f5f9	ebay		35281	2
94e1f5f9	markwang		33973	1
94e1f5f9	netease		0	1
94e1f5f9	qq		421613	24
94e1f5f9	rrimg		4317	1
94e1f5f9	rrurl		1142	1
95211839	56		26415	3
95211839	cucimg		15407	1
95211839	iask		6187	1
95211839	qlogo		975890	105
95211839	qpic		67217	7
95211839	qq		77155	23
95211839	rrimg		28243	5
95211839	xnpic		5477	1
9543ec08	360		41727	7
9543ec08	admob		18016	8
9543ec08	chariso		45027	12
9543ec08	doubleclick		43366	5
9543ec08	flurry		23793	16
9543ec08	google-analytics		33739	21
9543ec08	googlesyndication		3071	1
9543ec08	greystripe		47084	24
9543ec08	jiepang		1089	1
9543ec08	qq		3566	2
9543ec08	sohu		52023	24
9543ec08	sonyericsson		5463	2
9543ec08	ucweb		257945	12
9543ec08	wandoujia		809	1
95a3c07d	360		21014	6
95a3c07d	3g		14923	3
95a3c07d	admsg		192798	5
95a3c07d	google		1075	1
95a3c07d	noticemob		1347	1
95a3c07d	qlogo		24015	9
95a3c07d	qq		61027	6
95a3c07d	umeng		21573	7
95ba3ead	91		1027	1
95ba3ead	baidu		38067	6
95ba3ead	hiapk		43354	13
95ba3ead	monternet		2314	2
95ba3ead	wiyun		29456	20
95ba3ead	youmi		11630	10
95e8013f	178		34842	11
95e8013f	amazonaws		15015	1
95e8013f	apple		62622	9
95e8013f	baidu		582431	93
95e8013f	cnzz		30448	11
95e8013f	easyicon		1756	1
95e8013f	edgecastcdn		2758	1
95e8013f	faad		14037	6
95e8013f	flurry		84097	47
95e8013f	localytics		13819	5
95e8013f	meishichina		88064	25
95e8013f	qq		11359	6
95e8013f	saurik		20971	23
95e8013f	sina		1258888	48
95e8013f	sinaimg		205069	30
95e8013f	soso		8241	2
95e8013f	thebigboss		40338	4
95e8013f	umeng		25684	14
95e8013f	yahoo		32510	1
95e8013f	yahooapis		26656	6
95e8013f	youku		18369	1
95e8013f	zodttd		3277	3
9610ebf8	monternet		1258	1
9610ebf8	qq		18918	14
9610ebf8	uc		4956	2
9610ebf8	uc123		6649	2
9610ebf8	ucweb		162514	12
9610ebf8	zby		528075	23
9610ebf8	zhjtong		77957	14
96252de4	cmread		177801	29
96252de4	g3handwireless		9997	6
96252de4	macozone		2449	2
96252de4	mtkloft		18458	10
96252de4	sjdingwei		23049	4
96252de4	supermonkeylive		37047	5
96252de4	teamtor		822	1
962fc87b	3g		68896	33
962fc87b	3gogo		25401	3
962fc87b	baidu		11201	3
962fc87b	idreamsky		25193	25
962fc87b	qlogo		6289	1
962fc87b	qq		130110	3
962fc87b	sdo		2133	1
962fc87b	sogou		6541	1
96669c75	21cn		583904	48
96669c75	admob		48729	2
96669c75	apple		7292	1
96669c75	baidu		225593	19
96669c75	doubleclick		23200	2
96669c75	flurry		2415	1
96669c75	google		2881	2
96669c75	mobclix		5283	4
96669c75	qlogo		97411	6
96669c75	qq		17781	8
96669c75	sina		112404	23
96669c75	sinaimg		39695	3
96669c75	tencent		17961	2
96669c75	umeng		10127	6
96669c75	verisign		5206	2
96669c75	youdao		12041	3
967c44f0	10086		6122	1
967c44f0	qq		559943	65
974213ee	amazonaws		23858	1
974213ee	google		12355	1
974213ee	iask		31445	2
974213ee	lbs8		148410	21
974213ee	navidog		4364	2
974213ee	scorecardresearch		8102	2
974213ee	sina		154711	12
974213ee	sinaimg		116363	20
974213ee	tudou		14597	9
974213ee	tudouui		68612	4
974213ee	umeng		5046	3
974213ee	vpon		519768	57
97b27f00	10086		49262	4
97b27f00	dianxinos		8699	6
97b27f00	dxsvr		26110	14
97b27f00	gtimg		4699	1
97b27f00	jccjd		15064	3
97b27f00	kfkx		5908	4
97b27f00	monternet		5771	5
97b27f00	opda		6018	2
97b27f00	puata		10935	2
97b27f00	qlogo		2114892	539
97b27f00	qpic		2497414	97
97b27f00	qq		659889	55
97b27f00	uc		17939	4
97b27f00	ucweb		162709	9
97b27f00	umeng		9189	7
97b27f00	zdworks		11943	11
97fa189b	apple		73877	10
97fa189b	galeapp		745	1
97fa189b	google		15352	1
97fa189b	qlogo		95288	13
97fa189b	qpic		23696	3
97fa189b	qq		109454	25
97fa189b	sina		1003172	116
97fa189b	sinaimg		481610	22
97fa189b	umeng		21485	14
97fa189b	youmi		5906	3
9853192c	apple		56908	12
9853192c	edgesuite		57859	1
9853192c	flurry		2577	2
9853192c	google		1394	1
9853192c	google-analytics		18641	1
9853192c	iask		0	2
9853192c	itunes		1337	1
9853192c	montemet		1384	1
9853192c	qlogo		609368	12
9853192c	qpic		659369	26
9853192c	qq		708826	50
9853192c	sina		0	44
9853192c	sinaimg		0	13
9853192c	talkboxapp		271073	6
9853192c	taobao		425355	51
9853192c	taobaocdn		138977	7
9853192c	taourl		0	1
9853192c	umeng		3244	2
9853192c	yahooapis		4220	1
988c42bb	163		12016	2
988c42bb	adobe		4993	2
988c42bb	alipay		1689	1
988c42bb	apple		34367	12
988c42bb	babidou		165898	13
988c42bb	baidu		4353131	48
988c42bb	domob		2701	1
988c42bb	ectoc		71539	3
988c42bb	google-analytics		5800	4
988c42bb	naivix		4172	6
988c42bb	netease		9052	3
988c42bb	qpic		2157552	44
988c42bb	qq		85544	6
988c42bb	sinajs		6472	3
988c42bb	soso		6852	2
988c42bb	taobao		4758638	573
988c42bb	taobaocdn		8936818	196
988c42bb	tb21		548993	6
988c42bb	tbcdn		20124	1
988c42bb	tianya		144011	9
988c42bb	tianyaui		98936	10
988c42bb	xici		137311	13
988c42bb	yahooapis		17715	5
991f4d5b	baidu		1513094	80
991f4d5b	baidu-2img		46633	2
991f4d5b	dianping		11620	2
991f4d5b	douban		18933	1
991f4d5b	doubleclick		5244	1
991f4d5b	google-analytics		18742	1
991f4d5b	googleadsserving		8939	2
991f4d5b	googlesyndication		33219	2
991f4d5b	gtimg		0	2
991f4d5b	niotv		162257	10
991f4d5b	qpic		70201	6
991f4d5b	qq		470427	108
991f4d5b	renren		171862	20
991f4d5b	sina		337699	32
991f4d5b	sinaimg		73708	7
991f4d5b	ucweb		85872	12
99861be0	apple		22461	4
99861be0	qlogo		133327	3
99861be0	qpic		34966	3
99861be0	qq		323546	52
99861be0	sina		2491196	95
99861be0	sinaimg		237690	18
99f3c3f9	adtouchnetwork		299164	170
99f3c3f9	apple		57619	2
99f3c3f9	flurry		25392	2
99f3c3f9	qpic		10071	1
99f3c3f9	qq		16838	7
99f3c3f9	sina		18342	4
99f3c3f9	yahooapis		41623	19
9a17d827	qlogo		17993	2
9a17d827	qpic		23150	1
9a17d827	qq		107373	7
9a848457	3g		4498	6
9a848457	baidu		101856	21
9a848457	fengying365		9012	10
9a848457	meituan		3592	2
9a848457	moji001		3262	1
9a848457	qq		464770	61
9a848457	tuan800		0	1
9b2474f4	360		36149	4
9b2474f4	baidu		4812	3
9b2474f4	gpsonextra		1700	1
9b2474f4	qlogo		18206	1
9b2474f4	qq		119707	16
9b2474f4	uc		24272	1
9b2474f4	ucweb		163092	7
9b2474f4	umeng		1547	1
9b2474f4	youhui		2472	1
9b98c6f0	adsmogo		33766	34
9b98c6f0	anyview		56891	3
9b98c6f0	baidu		44068	16
9b98c6f0	cloudfront		25175	12
9b98c6f0	cooguo		111687	9
9b98c6f0	domob		70370	10
9b98c6f0	google-analytics		8640	4
9b98c6f0	gozap		3595	2
9b98c6f0	gtimg		269746	4
9b98c6f0	imotimes		2284	2
9b98c6f0	itunes-game		1251	1
9b98c6f0	jiepang		1090	1
9b98c6f0	madserving		4697	3
9b98c6f0	monternet		1171	1
9b98c6f0	qlogo		411226	81
9b98c6f0	qpic		721736	9
9b98c6f0	qq		199337	64
9b98c6f0	samsungadhub		39743	16
9b98c6f0	sohu		50455	32
9b98c6f0	sonyericsson		73474	4
9b98c6f0	the9		881142	4
9b98c6f0	uc		323391	34
9b98c6f0	umeng		2092	1
9b98c6f0	voicecloud		5029	3
9b98c6f0	vpon		12190	7
9b98c6f0	wiyun		3798	4
9cb01132	365rili		68079	4
9cb01132	9sky		46910	5
9cb01132	apple		36069	11
9cb01132	flurry		150844	14
9cb01132	google		5451	1
9cb01132	intsig		1445	1
9cb01132	localytics		16800	8
9cb01132	mediapower		49800	6
9cb01132	outfit7		73972	3
9cb01132	umeng		5054	2
9cb01132	weather		13587	8
9cb01132	yahooapis		7898	2
9cd62eb0	baidu		389718	57
9cd62eb0	baidu-2img		739341	131
9cd62eb0	baidu-img		69371	12
9cd62eb0	jomodns		1227	1
9cd62eb0	lbesec		1732	1
9cd62eb0	monternet		2342	2
9cd62eb0	qq		3089	1
9cd62eb0	soso		0	1
9cd62eb0	uc		10718	2
9cd62eb0	ucweb		14441	3
9cd62eb0	zol		112026	31
9cd62eb0	zol-img		37764	4
9ce5afe3	apple		18553	3
9ce5afe3	baidu		114887	6
9ce5afe3	ifeng		1108999	148
9ce5afe3	irs01		2924	2
9ce5afe3	itc		774534	65
9ce5afe3	mobmore		8107	1
9ce5afe3	moji001		15369	8
9ce5afe3	moji002		4753	3
9ce5afe3	monternet		1310	1
9ce5afe3	qlogo		27387	2
9ce5afe3	qpic		12645	1
9ce5afe3	qq		371737	41
9ce5afe3	scorecardresearch		2709	1
9ce5afe3	sina		3249887	180
9ce5afe3	sinaimg		1278389	166
9ce5afe3	sohu		492946	57
9ce5afe3	soso		139988	18
9e1b49cc	edgesuite		826954	1
9e1b49cc	itunes		1300	1
